 op name, start time, total time(us), device type
 /model/transformer/h.1/ln_1/LayerNormalization_output_0(LayerNorm), 12:05:05.345527, 4, npu_aicore
 transdata_for_nd_23(TransData), 12:05:05.345527, 4, npu_aicore
 /model/transformer/h.1/attn/c_attn/Reshape_output_0(Reshape), 12:05:05.345527, 2, npu_aicore
 /model/transformer/h.1/attn/c_attn/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.345527, 17, npu_aicore
 /model/transformer/h.1/attn/Split_output_0(SplitD), 12:05:05.345528, 6, npu_aicore
 /model/transformer/h.1/attn/Transpose_1_output_0(Permute), 12:05:05.345528, 2, npu_aicore
 /model/transformer/h.1/attn/Transpose_2_output_0(Permute), 12:05:05.345528, 2, npu_aicore
 /model/transformer/h.1/attn/Transpose_output_0(Permute), 12:05:05.345528, 2, npu_aicore
 /model/transformer/h.1/attn/Mul_1_output_0(Mul), 12:05:05.345529, 2, npu_aicore
 /model/transformer/h.1/attn/Mul_output_0(Mul), 12:05:05.345529, 2, npu_aicore
 /model/transformer/h.1/attn/MatMul_output_0(BatchMatMulV2), 12:05:05.345529, 18, npu_aicore
 /model/transformer/h.1/attn/Add_output_0(Add), 12:05:05.345529, 2, npu_aicore
 /model/transformer/h.1/attn/Softmax_output_0(Softmax), 12:05:05.345530, 3, npu_aicore
 /model/transformer/h.1/attn/MatMul_1_output_0(BatchMatMulV2), 12:05:05.345530, 18, npu_aicore
 /model/transformer/h.1/attn/Transpose_3_output_0(Permute), 12:05:05.345530, 2, npu_aicore
 /model/transformer/h.1/attn/c_proj/Reshape_output_0(Reshape), 12:05:05.345530, 2, npu_aicore
 /model/transformer/h.1/attn/c_proj/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.345531, 17, npu_aicore
 /model/transformer/h.1/Add_output_0(Add), 12:05:05.345531, 2, npu_aicore
 transdata_for_nd_24(TransData), 12:05:05.345531, 4, npu_aicore
 /model/transformer/h.1/ln_2/LayerNormalization_output_0(LayerNorm), 12:05:05.345532, 4, npu_aicore
 transdata_for_nd_25(TransData), 12:05:05.345532, 4, npu_aicore
 /model/transformer/h.1/mlp/c_fc/Reshape_output_0(Reshape), 12:05:05.345532, 2, npu_aicore
 /model/transformer/h.1/mlp/c_fc/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.345532, 17, npu_aicore
 transdata_for_nd_26(TransData), 12:05:05.345532, 4, npu_aicore
 /model/transformer/h.1/mlp/act/Mul_output_0(Mul), 12:05:05.345533, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Pow_output_0(Pow), 12:05:05.345533, 2, npu_aicore
 transdata_for_nd_27(TransData), 12:05:05.345533, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Mul_1_output_0(Mul), 12:05:05.345534, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Add_output_0(Add), 12:05:05.345534, 1, npu_aicore
 /model/transformer/h.1/mlp/act/Mul_2_output_0(Mul), 12:05:05.345534, 1, npu_aicore
 /model/transformer/h.1/mlp/act/Tanh_output_0(Activation), 12:05:05.345534, 1, npu_aicore
 /model/transformer/h.1/mlp/act/Add_1_output_0(Add), 12:05:05.345535, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Mul_3_output_0(Mul), 12:05:05.345535, 2, npu_aicore
 /model/transformer/h.1/mlp/c_proj/Reshape_output_0(Reshape), 12:05:05.345535, 2, npu_aicore
 /model/transformer/h.1/mlp/c_proj/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.345535, 17, npu_aicore
 /model/transformer/h.1/Add_1_output_0(Add), 12:05:05.345536, 2, npu_aicore
 transdata_for_nd_28(TransData), 12:05:05.345536, 4, npu_aicore
 /model/transformer/ln_f/LayerNormalization_output_0(LayerNorm), 12:05:05.345536, 4, npu_aicore
 transdata_for_nd_29(TransData), 12:05:05.345536, 4, npu_aicore
 hidden_block1(Reshape), 12:05:05.345537, 2, npu_aicore
 logits__matmul_converted_MatMul_InReshape(Reshape), 12:05:05.345537, 5, npu_aicore
 logits__matmul_converted_MatMul(MatMulV2), 12:05:05.345537, 420, npu_aicore
 logits(Reshape), 12:05:05.345538, 59, npu_aicore
 /Reshape_output_0(Reshape), 12:05:05.345538, 20, npu_aicore
 netoutput_cast_6(CastT), 12:05:05.345538, 4, npu_aicore
 graphop_data_cast_14(CastT), 12:05:05.345538, 2, npu_aicore
 transdata_for_nd_16(TransData), 12:05:05.345539, 4, npu_aicore
 /model/transformer/h.0/ln_1/LayerNormalization_output_0(LayerNorm), 12:05:05.345539, 4, npu_aicore
 transdata_for_nd_17(TransData), 12:05:05.345539, 4, npu_aicore
 /model/transformer/h.0/attn/c_attn/Reshape_output_0(Reshape), 12:05:05.345539, 2, npu_aicore
 /model/transformer/h.0/attn/c_attn/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.345540, 18, npu_aicore
 /model/transformer/h.0/attn/Split_output_0(SplitD), 12:05:05.345540, 6, npu_aicore
 /model/transformer/h.0/attn/Transpose_1_output_0(Permute), 12:05:05.345540, 2, npu_aicore
 /model/transformer/h.0/attn/Transpose_2_output_0(Permute), 12:05:05.345540, 2, npu_aicore
 /model/transformer/h.0/attn/Transpose_output_0(Permute), 12:05:05.345541, 2, npu_aicore
 /model/transformer/h.0/attn/Mul_1_output_0(Mul), 12:05:05.345541, 2, npu_aicore
 /model/transformer/h.0/attn/Mul_output_0(Mul), 12:05:05.345541, 2, npu_aicore
 /model/transformer/h.0/attn/MatMul_output_0(BatchMatMulV2), 12:05:05.345541, 20, npu_aicore
 /model/transformer/h.0/attn/Add_output_0(Add), 12:05:05.345542, 3, npu_aicore
 /model/transformer/h.0/attn/Softmax_output_0(Softmax), 12:05:05.345542, 3, npu_aicore
 /model/transformer/h.0/attn/MatMul_1_output_0(BatchMatMulV2), 12:05:05.345542, 17, npu_aicore
 /model/transformer/h.0/attn/Transpose_3_output_0(Permute), 12:05:05.345542, 2, npu_aicore
 /model/transformer/h.0/attn/c_proj/Reshape_output_0(Reshape), 12:05:05.345542, 2, npu_aicore
 /model/transformer/h.0/attn/c_proj/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.345543, 17, npu_aicore
 /model/transformer/h.0/Add_output_0(Add), 12:05:05.345543, 2, npu_aicore
 transdata_for_nd_18(TransData), 12:05:05.345543, 4, npu_aicore
 /model/transformer/h.0/ln_2/LayerNormalization_output_0(LayerNorm), 12:05:05.345543, 4, npu_aicore
 transdata_for_nd_19(TransData), 12:05:05.345544, 4, npu_aicore
 /model/transformer/h.0/mlp/c_fc/Reshape_output_0(Reshape), 12:05:05.345544, 2, npu_aicore
 /model/transformer/h.0/mlp/c_fc/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.345544, 17, npu_aicore
 transdata_for_nd_20(TransData), 12:05:05.345544, 4, npu_aicore
 /model/transformer/h.0/mlp/act/Mul_output_0(Mul), 12:05:05.345545, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Pow_output_0(Pow), 12:05:05.345545, 2, npu_aicore
 transdata_for_nd_21(TransData), 12:05:05.345545, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Mul_1_output_0(Mul), 12:05:05.345545, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Add_output_0(Add), 12:05:05.345546, 1, npu_aicore
 /model/transformer/h.0/mlp/act/Mul_2_output_0(Mul), 12:05:05.345546, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Tanh_output_0(Activation), 12:05:05.345546, 1, npu_aicore
 /model/transformer/h.0/mlp/act/Add_1_output_0(Add), 12:05:05.345546, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Mul_3_output_0(Mul), 12:05:05.345547, 2, npu_aicore
 /model/transformer/h.0/mlp/c_proj/Reshape_output_0(Reshape), 12:05:05.345547, 2, npu_aicore
 /model/transformer/h.0/mlp/c_proj/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.345547, 17, npu_aicore
 hidden_block0(Add), 12:05:05.345547, 2, npu_aicore
 netoutput_cast_23(CastT), 12:05:05.345547, 2, npu_aicore
 graphop_data_cast_30(CastT), 12:05:05.345548, 3, npu_aicore
 transdata_for_nd_22(TransData), 12:05:05.345548, 4, npu_aicore
 /model/transformer/h.1/ln_1/LayerNormalization_output_0(LayerNorm), 12:05:05.345548, 4, npu_aicore
 transdata_for_nd_23(TransData), 12:05:05.345548, 4, npu_aicore
 /model/transformer/h.1/attn/c_attn/Reshape_output_0(Reshape), 12:05:05.345549, 2, npu_aicore
 /model/transformer/h.1/attn/c_attn/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.345549, 16, npu_aicore
 /model/transformer/h.1/attn/Split_output_0(SplitD), 12:05:05.345549, 6, npu_aicore
 /model/transformer/h.1/attn/Transpose_1_output_0(Permute), 12:05:05.345550, 2, npu_aicore
 /model/transformer/h.1/attn/Transpose_2_output_0(Permute), 12:05:05.345550, 2, npu_aicore
 /model/transformer/h.1/attn/Transpose_output_0(Permute), 12:05:05.345550, 2, npu_aicore
 /model/transformer/h.1/attn/Mul_1_output_0(Mul), 12:05:05.345550, 2, npu_aicore
 /model/transformer/h.1/attn/Mul_output_0(Mul), 12:05:05.345550, 2, npu_aicore
 /model/transformer/h.1/attn/MatMul_output_0(BatchMatMulV2), 12:05:05.345551, 17, npu_aicore
 /model/transformer/h.1/attn/Add_output_0(Add), 12:05:05.345551, 2, npu_aicore
 /model/transformer/h.1/attn/Softmax_output_0(Softmax), 12:05:05.345551, 3, npu_aicore
 /model/transformer/h.1/attn/MatMul_1_output_0(BatchMatMulV2), 12:05:05.345551, 17, npu_aicore
 /model/transformer/h.1/attn/Transpose_3_output_0(Permute), 12:05:05.345552, 2, npu_aicore
 /model/transformer/h.1/attn/c_proj/Reshape_output_0(Reshape), 12:05:05.345552, 2, npu_aicore
 /model/transformer/h.1/attn/c_proj/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.345552, 17, npu_aicore
 /model/transformer/h.1/Add_output_0(Add), 12:05:05.345552, 2, npu_aicore
 transdata_for_nd_24(TransData), 12:05:05.345553, 5, npu_aicore
 /model/transformer/h.1/ln_2/LayerNormalization_output_0(LayerNorm), 12:05:05.345553, 5, npu_aicore
 transdata_for_nd_25(TransData), 12:05:05.345553, 4, npu_aicore
 /model/transformer/h.1/mlp/c_fc/Reshape_output_0(Reshape), 12:05:05.345554, 2, npu_aicore
 /model/transformer/h.1/mlp/c_fc/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.345554, 17, npu_aicore
 transdata_for_nd_26(TransData), 12:05:05.345554, 4, npu_aicore
 /model/transformer/h.1/mlp/act/Mul_output_0(Mul), 12:05:05.345554, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Pow_output_0(Pow), 12:05:05.345554, 2, npu_aicore
 transdata_for_nd_27(TransData), 12:05:05.345555, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Mul_1_output_0(Mul), 12:05:05.345555, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Add_output_0(Add), 12:05:05.345555, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Mul_2_output_0(Mul), 12:05:05.345555, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Tanh_output_0(Activation), 12:05:05.345555, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Add_1_output_0(Add), 12:05:05.345556, 1, npu_aicore
 /model/transformer/h.1/mlp/act/Mul_3_output_0(Mul), 12:05:05.345556, 2, npu_aicore
 /model/transformer/h.1/mlp/c_proj/Reshape_output_0(Reshape), 12:05:05.345556, 2, npu_aicore
 /model/transformer/h.1/mlp/c_proj/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.345557, 17, npu_aicore
 /model/transformer/h.1/Add_1_output_0(Add), 12:05:05.345557, 2, npu_aicore
 transdata_for_nd_28(TransData), 12:05:05.345557, 4, npu_aicore
 /model/transformer/ln_f/LayerNormalization_output_0(LayerNorm), 12:05:05.345557, 4, npu_aicore
 transdata_for_nd_29(TransData), 12:05:05.345557, 4, npu_aicore
 hidden_block1(Reshape), 12:05:05.345557, 2, npu_aicore
 logits__matmul_converted_MatMul_InReshape(Reshape), 12:05:05.345558, 6, npu_aicore
 logits__matmul_converted_MatMul(MatMulV2), 12:05:05.345558, 420, npu_aicore
 logits(Reshape), 12:05:05.345558, 49, npu_aicore
 /Reshape_output_0(Reshape), 12:05:05.345558, 20, npu_aicore
 netoutput_cast_6(CastT), 12:05:05.345558, 4, npu_aicore
 graphop_data_cast_14(CastT), 12:05:05.345559, 2, npu_aicore
 transdata_for_nd_16(TransData), 12:05:05.345559, 4, npu_aicore
 /model/transformer/h.0/ln_1/LayerNormalization_output_0(LayerNorm), 12:05:05.345559, 4, npu_aicore
 transdata_for_nd_17(TransData), 12:05:05.345560, 4, npu_aicore
 /model/transformer/h.0/attn/c_attn/Reshape_output_0(Reshape), 12:05:05.345560, 2, npu_aicore
 /model/transformer/h.0/attn/c_attn/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.345560, 20, npu_aicore
 /model/transformer/h.0/attn/Split_output_0(SplitD), 12:05:05.345560, 7, npu_aicore
 /model/transformer/h.0/attn/Transpose_1_output_0(Permute), 12:05:05.345561, 2, npu_aicore
 /model/transformer/h.0/attn/Transpose_2_output_0(Permute), 12:05:05.345561, 2, npu_aicore
 /model/transformer/h.0/attn/Transpose_output_0(Permute), 12:05:05.345561, 2, npu_aicore
 /model/transformer/h.0/attn/Mul_1_output_0(Mul), 12:05:05.345562, 2, npu_aicore
 /model/transformer/h.0/attn/Mul_output_0(Mul), 12:05:05.345562, 2, npu_aicore
 /model/transformer/h.0/attn/MatMul_output_0(BatchMatMulV2), 12:05:05.345562, 17, npu_aicore
 /model/transformer/h.0/attn/Add_output_0(Add), 12:05:05.345562, 2, npu_aicore
 /model/transformer/h.0/attn/Softmax_output_0(Softmax), 12:05:05.345562, 3, npu_aicore
 /model/transformer/h.0/attn/MatMul_1_output_0(BatchMatMulV2), 12:05:05.345563, 17, npu_aicore
 /model/transformer/h.0/attn/Transpose_3_output_0(Permute), 12:05:05.345563, 2, npu_aicore
 /model/transformer/h.0/attn/c_proj/Reshape_output_0(Reshape), 12:05:05.345563, 2, npu_aicore
 /model/transformer/h.0/attn/c_proj/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.345563, 17, npu_aicore
 /model/transformer/h.0/Add_output_0(Add), 12:05:05.345564, 2, npu_aicore
 transdata_for_nd_18(TransData), 12:05:05.345564, 4, npu_aicore
 /model/transformer/h.0/ln_2/LayerNormalization_output_0(LayerNorm), 12:05:05.345564, 4, npu_aicore
 transdata_for_nd_19(TransData), 12:05:05.345565, 4, npu_aicore
 /model/transformer/h.0/mlp/c_fc/Reshape_output_0(Reshape), 12:05:05.345565, 2, npu_aicore
 /model/transformer/h.0/mlp/c_fc/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.345565, 17, npu_aicore
 transdata_for_nd_20(TransData), 12:05:05.345565, 4, npu_aicore
 /model/transformer/h.0/mlp/act/Mul_output_0(Mul), 12:05:05.345565, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Pow_output_0(Pow), 12:05:05.345565, 2, npu_aicore
 transdata_for_nd_21(TransData), 12:05:05.345566, 2, npu_aicore
